region_order,regioncode,period,weekend_date,cw_sales,py_sales,sales_growth,cw_traffic,py_traffic,traffic_growth,closing_ratio,py_reported,py_closing_ratio,rank,TIV
7,48,201610,10/16/2016,170,185,-0.0811,576,725.9258971,-0.206530581,0.2951,196,0.270000011,3,
8,44,201610,10/16/2016,1313,1370,-0.0416,4372,4578.125102,-0.045023912,0.3003,1465,0.319999993,3,
1,26,201610,10/23/2016,1186,1362,-0.1292,2936,3406.666757,-0.138160492,0.404,1533,0.449999988,4,
2,36,201610,10/23/2016,707,719,-0.0167,2126,2248.571467,-0.054510817,0.3325,787,0.349999994,4,
3,34,201610,10/23/2016,1730,1696,0.02,5319,5435.29406,-0.021396094,0.3252,1848,0.340000004,4,
4,24,201610,10/23/2016,747,807,-0.0743,2066,2160.526343,-0.043751535,0.3616,821,0.379999995,4,
5,32,201610,10/23/2016,1102,1054,0.0455,3307,3305.714342,0.00038892,0.3332,1157,0.349999994,4,
6,42,201610,10/23/2016,451,448,0.0067,1357,1357.14288,-0.00010528,0.3324,475,0.349999994,4,
7,48,201610,10/23/2016,175,235,-0.2553,570,874.0740393,-0.34788133,0.307,236,0.270000011,4,
8,44,201610,10/23/2016,1318,1439,-0.0841,4578,4790.625107,-0.044383583,0.2879,1533,0.319999993,4,
1,26,201610,10/30/2016,1791,2401,-0.2541,3850,4755.555682,-0.190420582,0.4652,2140,0.449999988,5,
2,36,201610,10/30/2016,920,1064,-0.1353,2439,3051.428623,-0.200702261,0.3772,1068,0.349999994,5,
3,34,201610,10/30/2016,2198,2232,-0.0152,6285,6544.117578,-0.039595496,0.3497,2225,0.340000004,5,
4,24,201610,10/30/2016,938,1234,-0.2399,2428,2989.473722,-0.187816912,0.3863,1136,0.379999995,5,
5,32,201610,10/30/2016,1445,1656,-0.1274,4437,4351.428646,0.019665117,0.3257,1523,0.349999994,5,
6,42,201610,10/30/2016,632,690,-0.0841,1835,1931.428604,-0.049926052,0.3444,676,0.349999994,5,
7,48,201610,10/30/2016,207,298,-0.3054,848,1099.999956,-0.229090878,0.2441,297,0.270000011,5,
8,44,201610,10/30/2016,1512,1585,-0.0461,4799,4950.000111,-0.030505072,0.3151,1584,0.319999993,5,
1,26,201611,11/6/2016,1057,964,0.0965,2469,2540.000067,-0.027952782,0.4281,1143,0.449999988,1,
2,36,201611,11/6/2016,589,577,0.0208,1711,1865.714317,-0.082924977,0.3442,653,0.349999994,1,
3,34,201611,11/6/2016,1542,1492,0.0335,5004,4814.705832,0.039315833,0.3082,1637,0.340000004,1,
4,24,201611,11/6/2016,618,602,0.0266,1677,1768.421075,-0.05169644,0.3685,672,0.379999995,1,
5,32,201611,11/6/2016,1031,1060,-0.0274,3663,3242.857198,0.129559452,0.2815,1135,0.349999994,1,
6,42,201611,11/6/2016,492,464,0.0603,1348,1491.428597,-0.096168598,0.365,522,0.349999994,1,
7,48,201611,11/6/2016,157,184,-0.1467,576,733.3333042,-0.214545423,0.2726,198,0.270000011,1,
8,44,201611,11/6/2016,1310,1322,-0.0091,4356,4465.6251,-0.024548657,0.3007,1429,0.319999993,1,
1,26,201611,11/13/2016,1292,1188,0.0875,3113,2964.444523,0.050112416,0.415,1334,0.449999988,2,
2,36,201611,11/13/2016,729,706,0.0326,2029,2171.428608,-0.065592121,0.3593,760,0.349999994,2,
3,34,201611,11/13/2016,1677,1526,0.099,4894,4894.117596,-2.40E-05,0.3427,1664,0.340000004,2,
4,24,201611,11/13/2016,706,692,0.0202,2004,1957.894761,0.023548374,0.3523,744,0.379999995,2,
5,32,201611,11/13/2016,1219,1214,0.0041,3937,3708.571492,0.061594743,0.3096,1298,0.349999994,2,
6,42,201611,11/13/2016,524,481,0.0894,1474,1554.285741,-0.051654428,0.3555,544,0.349999994,2,
7,48,201611,11/13/2016,179,200,-0.105,696,788.8888575,-0.117746444,0.2572,213,0.270000011,2,
8,44,201611,11/13/2016,1368,1369,-0.0007,4577,4521.875101,0.012190717,0.2989,1447,0.319999993,2,
1,26,201611,11/20/2016,1505,1455,0.0344,3915,3620.000096,0.081491684,0.3844,1629,0.449999988,3,
2,36,201611,11/20/2016,665,691,-0.0376,1948,2148.571465,-0.093351079,0.3414,752,0.349999994,3,
3,34,201611,11/20/2016,1871,1785,0.0482,5469,5638.235235,-0.030015639,0.3421,1917,0.340000004,3,
4,24,201611,11/20/2016,639,593,0.0776,1687,1636.842126,0.030643074,0.3788,622,0.379999995,3,
5,32,201611,11/20/2016,1240,1275,-0.0275,3966,3882.857209,0.021412786,0.3127,1359,0.349999994,3,
6,42,201611,11/20/2016,584,582,0.0034,1525,1825.714317,-0.164710499,0.383,639,0.349999994,3,
7,48,201611,11/20/2016,200,219,-0.0868,656,848.1481144,-0.226550188,0.3049,229,0.270000011,3,
8,44,201611,11/20/2016,1496,1560,-0.041,4954,5021.875112,-0.01351589,0.302,1607,0.319999993,3,
1,26,201611,11/27/2016,2472,2506,-0.0136,5120,5751.111263,-0.109737272,0.4828,2588,0.449999988,4,
2,36,201611,11/27/2016,1127,1199,-0.0601,3021,3545.714346,-0.14798551,0.3731,1241,0.349999994,4,
3,34,201611,11/27/2016,3036,2944,0.0313,7918,8797.058731,-0.099926437,0.3834,2991,0.340000004,4,
4,24,201611,11/27/2016,1247,1257,-0.008,2995,3268.421094,-0.083655406,0.4164,1242,0.379999995,4,
5,32,201611,11/27/2016,1817,1843,-0.0141,4929,5420.000092,-0.090590421,0.3686,1897,0.349999994,4,
6,42,201611,11/27/2016,876,867,0.0104,2097,2551.428615,-0.178107517,0.4177,893,0.349999994,4,
7,48,201611,11/27/2016,317,371,-0.1456,966,1388.888834,-0.304479972,0.3282,375,0.270000011,4,
8,44,201611,11/27/2016,2247,2497,-0.1001,6420,7896.875177,-0.1870202,0.35,2527,0.319999993,4,
1,26,201612,12/4/2016,855,830,0.0301,2129,2073.333388,0.026848847,0.4016,933,0.449999988,1,
2,36,201612,12/4/2016,524,545,-0.0385,1528,1714.285743,-0.108666682,0.3429,600,0.349999994,1,
3,34,201612,12/4/2016,1543,1413,0.092,4591,4482.352894,0.024238856,0.3361,1524,0.340000004,1,
4,24,201612,12/4/2016,585,583,0.0034,1495,1573.68423,-0.050000012,0.3913,598,0.379999995,1,
5,32,201612,12/4/2016,998,1105,-0.0968,3134,3522.857203,-0.110381199,0.3184,1233,0.349999994,1,
6,42,201612,12/4/2016,492,496,-0.0081,1433,1528.571455,-0.06252338,0.3433,535,0.349999994,1,
7,48,201612,12/4/2016,169,226,-0.2522,602,859.2592251,-0.299396524,0.2807,232,0.270000011,1,
8,44,201612,12/4/2016,1215,1259,-0.0349,4098,4121.875092,-0.005792289,0.2965,1319,0.319999993,1,
1,26,201612,12/11/2016,1057,1061,-0.0038,2482,2746.666739,-0.096359247,0.4259,1236,0.449999988,2,
2,36,201612,12/11/2016,646,658,-0.0182,1902,2125.714322,-0.105241951,0.3396,744,0.349999994,2,
3,34,201612,12/11/2016,1810,1599,0.132,5132,5144.117593,-0.002355621,0.3527,1749,0.340000004,2,
4,24,201612,12/11/2016,709,628,0.129,1897,1747.368443,0.085632516,0.3737,664,0.379999995,2,
5,32,201612,12/11/2016,1318,1277,0.0321,4134,3965.714353,0.042435141,0.3188,1388,0.349999994,2,
6,42,201612,12/11/2016,546,522,0.046,1578,1568.571455,0.006010912,0.346,549,0.349999994,2,
7,48,201612,12/11/2016,202,183,0.1038,680,681.4814544,-0.002173873,0.2971,184,0.270000011,2,
8,44,201612,12/11/2016,1386,1209,0.1464,4093,4018.75009,0.018475871,0.3386,1286,0.319999993,2,
1,26,201612,12/18/2016,1066,1148,-0.0714,2770,3171.111195,-0.126489161,0.3848,1427,0.449999988,3,
2,36,201612,12/18/2016,679,736,-0.0774,1769,2268.571467,-0.220214119,0.3838,794,0.349999994,3,
3,34,201612,12/18/2016,2048,1910,0.0723,5734,5794.117586,-0.010375624,0.3572,1970,0.340000004,3,
4,24,201612,12/18/2016,626,651,-0.0384,1704,1786.842128,-0.046362309,0.3674,679,0.379999995,3,
5,32,201612,12/18/2016,1301,1347,-0.0341,3803,4165.714357,-0.087071346,0.3421,1458,0.349999994,3,
6,42,201612,12/18/2016,522,512,0.0195,1335,1625.714313,-0.17882251,0.391,569,0.349999994,3,
7,48,201612,12/18/2016,217,221,-0.0181,597,844.4444109,-0.293026288,0.3635,228,0.270000011,3,
8,44,201612,12/18/2016,1330,1412,-0.0581,4008,4606.250103,-0.129877903,0.3318,1474,0.319999993,3,
1,26,201612,12/25/2016,498,576,-0.1354,990,1573.333375,-0.370762729,0.503,708,0.449999988,4,
2,36,201612,12/25/2016,298,363,-0.1791,861,1220.000021,-0.294262307,0.3461,427,0.349999994,4,
3,34,201612,12/25/2016,931,1025,-0.0917,2396,3417.647023,-0.298932867,0.3886,1162,0.340000004,4,
4,24,201612,12/25/2016,160,171,-0.0643,370,494.7368483,-0.252127669,0.4324,188,0.379999995,4,
5,32,201612,12/25/2016,569,484,0.1756,1627,1728.571458,-0.058760347,0.3497,605,0.349999994,4,
6,42,201612,12/25/2016,246,266,-0.0752,649,854.2857288,-0.240301016,0.379,299,0.349999994,4,
7,48,201612,12/25/2016,65,76,-0.1447,191,270.3703596,-0.293561616,0.3403,73,0.270000011,4,
8,44,201612,12/25/2016,481,744,-0.3535,1448,2443.750055,-0.407468044,0.3322,782,0.319999993,4,
1,26,201612,1/1/2017,1072,974,0.1006,2083,2271.111171,-0.082827813,0.5146,1022,0.449999988,5,
2,36,201612,1/1/2017,816,714,0.1429,2192,2117.142893,0.035357607,0.3723,741,0.349999994,5,
3,34,201612,1/1/2017,1778,1316,0.3511,4473,4049.999957,0.104444456,0.3975,1377,0.340000004,5,
4,24,201612,1/1/2017,585,441,0.3265,1378,1239.4737,0.111762194,0.4245,471,0.379999995,5,
5,32,201612,1/1/2017,1167,852,0.3697,3052,2654.285759,0.149838516,0.3824,929,0.349999994,5,
6,42,201612,1/1/2017,587,420,0.3976,1491,1254.285736,0.188724353,0.3937,439,0.349999994,5,
7,48,201612,1/1/2017,93,76,0.2237,326,322.2222094,0.011724178,0.2853,87,0.270000011,5,
8,44,201612,1/1/2017,1525,1537,-0.0078,4328,4900.00011,-0.116734714,0.3524,1568,0.319999993,5,
1,26,201701,1/8/2017,612,838,-0.2697,1365,2148.888946,-0.364788021,0.4484,967,0.449999988,1,0.021536085
2,36,201701,1/8/2017,302,493,-0.3874,914,1520.000026,-0.398684221,0.3304,532,0.349999994,1,0.044769019
3,34,201701,1/8/2017,1187,1441,-0.1763,3858,4529.411717,-0.148233757,0.3077,1540,0.340000004,1,-0.008435864
4,24,201701,1/8/2017,442,456,-0.0307,1321,1265.78949,0.043617451,0.3346,481,0.379999995,1,0.015964997
5,32,201701,1/8/2017,854,951,-0.102,2629,3034.285766,-0.133568753,0.3248,1062,0.349999994,1,-0.048170235
6,42,201701,1/8/2017,392,362,0.0829,1210,1174.285734,0.030413608,0.324,411,0.349999994,1,-0.002734546
7,48,201701,1/8/2017,114,161,-0.2919,470,585.1851619,-0.196835411,0.2426,158,0.270000011,1,0.00583179
8,44,201701,1/8/2017,1187,1298,-0.0855,3674,4384.375098,-0.162024253,0.3231,1403,0.319999993,1,-0.004865731
1,26,201701,1/15/2017,1104,1076,0.026,2634,3546.666761,-0.257330847,0.4191,1596,0.449999988,2,0.021536085
2,36,201701,1/15/2017,561,617,-0.0908,1674,2428.57147,-0.310705894,0.3351,850,0.349999994,2,0.044769019
3,34,201701,1/15/2017,1664,1449,0.1484,4956,5814.705821,-0.147678291,0.3358,1977,0.340000004,2,-0.008435864
4,24,201701,1/15/2017,566,576,-0.0174,1594,1960.52634,-0.18695303,0.3551,745,0.379999995,2,0.015964997
5,32,201701,1/15/2017,1035,1119,-0.0751,3081,4194.285786,-0.265429168,0.3359,1468,0.349999994,2,-0.048170235
6,42,201701,1/15/2017,455,463,-0.0173,1381,1665.714314,-0.170926258,0.3295,583,0.349999994,2,-0.002734546
7,48,201701,1/15/2017,195,204,-0.0441,697,951.851814,-0.267743162,0.2798,257,0.270000011,2,0.00583179
8,44,201701,1/15/2017,1235,1296,-0.0471,4031,5240.625117,-0.230816952,0.3064,1677,0.319999993,2,-0.004865731
1,26,201701,1/22/2017,444,328,0.3537,1079,737.7777973,0.462499961,0.4115,332,0.449999988,3,0.021536085
2,36,201701,1/22/2017,124,75,0.6533,379,234.2857183,0.617682899,0.3272,82,0.349999994,3,0.044769019
3,34,201701,1/22/2017,1211,1098,0.1029,3729,3479.411728,0.071732894,0.3248,1183,0.340000004,3,-0.008435864
4,24,201701,1/22/2017,616,577,0.0676,1767,1560.526335,0.132310272,0.3486,593,0.379999995,3,0.015964997
5,32,201701,1/22/2017,1119,1113,0.0054,3563,3531.428632,0.008940112,0.3141,1236,0.349999994,3,-0.048170235
6,42,201701,1/22/2017,475,470,0.0106,1351,1491.428597,-0.094157104,0.3516,522,0.349999994,3,-0.002734546
7,48,201701,1/22/2017,162,186,-0.129,591,725.9258971,-0.185867315,0.2741,196,0.270000011,3,0.00583179
8,44,201701,1/22/2017,1172,1398,-0.1617,3800,4725.000106,-0.195767214,0.3084,1512,0.319999993,3,-0.004865731
1,26,201701,1/29/2017,1713,2111,-0.1885,3574,4180.000111,-0.144976099,0.4793,1881,0.449999988,4,0.021536085
2,36,201701,1/29/2017,811,1082,-0.2505,2303,2897.142906,-0.205078909,0.3521,1014,0.349999994,4,0.044769019
3,34,201701,1/29/2017,2132,2539,-0.1603,6360,7364.705805,-0.136421716,0.3352,2504,0.340000004,4,-0.008435864
4,24,201701,1/29/2017,890,1276,-0.3025,2243,2994.73688,-0.251019342,0.3968,1138,0.379999995,4,0.015964997
5,32,201701,1/29/2017,1522,1796,-0.1526,4672,4802.857225,-0.027245704,0.3258,1681,0.349999994,4,-0.048170235
6,42,201701,1/29/2017,568,687,-0.1732,1661,2005.71432,-0.171866111,0.342,702,0.349999994,4,-0.002734546
7,48,201701,1/29/2017,306,315,-0.0286,900,1144.444399,-0.213592202,0.34,309,0.270000011,4,0.00583179
8,44,201701,1/29/2017,1426,1676,-0.1492,4640,5278.125118,-0.12089996,0.3073,1689,0.319999993,4,-0.004865731
1,26,201702,2/5/2017,768,705,0.0894,1846,1895.555606,-0.02614305,0.416,853,0.449999988,1,-0.004155161
2,36,201702,2/5/2017,497,563,-0.1172,1664,1825.714317,-0.088575915,0.2987,639,0.349999994,1,0.013402348
3,34,201702,2/5/2017,1502,1376,0.0916,4380,4411.764659,-0.00719999,0.3429,1500,0.340000004,1,-0.001806311
4,24,201702,2/5/2017,530,567,-0.0653,1528,1676.315811,-0.088477248,0.3469,637,0.379999995,1,0.025360986
5,32,201702,2/5/2017,891,968,-0.0795,2865,2994.285765,-0.043177497,0.311,1048,0.349999994,1,-0.052326663
6,42,201702,2/5/2017,373,364,0.0247,1101,1142.857162,-0.036625016,0.3388,400,0.349999994,1,0.017030817
7,48,201702,2/5/2017,145,189,-0.2328,514,755.5555255,-0.319705855,0.2821,204,0.270000011,1,0.041409101
8,44,201702,2/5/2017,1098,1116,-0.0161,3761,3765.625084,-0.001228238,0.2919,1205,0.319999993,1,-0.011244536
1,26,201702,2/12/2017,1030,1269,-0.1883,2386,3095.555638,-0.229217537,0.4317,1393,0.449999988,2,-0.004155161
2,36,201702,2/12/2017,599,666,-0.1006,1710,2028.571463,-0.157042268,0.3503,710,0.349999994,2,0.013402348
3,34,201702,2/12/2017,1916,1800,0.0644,5654,5685.294058,-0.005504387,0.3389,1933,0.340000004,2,-0.001806311
4,24,201702,2/12/2017,568,543,0.046,1644,1473.684229,0.115571415,0.3455,560,0.379999995,2,0.025360986
5,32,201702,2/12/2017,1346,1401,-0.0393,4359,4274.285787,0.019819501,0.3088,1496,0.349999994,2,-0.052326663
6,42,201702,2/12/2017,506,564,-0.1028,1569,1740.00003,-0.098275877,0.3225,609,0.349999994,2,0.017030817
7,48,201702,2/12/2017,192,225,-0.1467,731,870.3703358,-0.160127626,0.2627,235,0.270000011,2,0.041409101
8,44,201702,2/12/2017,1351,1857,-0.2725,4604,6006.250134,-0.233465158,0.2934,1922,0.319999993,2,-0.011244536
1,26,201702,2/19/2017,1663,1367,0.2165,3698,3557.777872,0.039412839,0.4497,1601,0.449999988,3,-0.004155161
2,36,201702,2/19/2017,751,717,0.0474,2027,2305.714325,-0.120879817,0.3705,807,0.349999994,3,0.013402348
3,34,201702,2/19/2017,2051,1874,0.0945,5898,5917.646997,-0.003320069,0.3477,2012,0.340000004,3,-0.001806311
4,24,201702,2/19/2017,824,797,0.0339,2274,2234.210554,0.017809175,0.3624,849,0.379999995,3,0.025360986
5,32,201702,2/19/2017,1400,1357,0.0317,4465,4251.428644,0.050235197,0.3135,1488,0.349999994,3,-0.052326663
6,42,201702,2/19/2017,575,542,0.0609,1759,1751.428601,0.004322985,0.3269,613,0.349999994,3,0.017030817
7,48,201702,2/19/2017,248,233,0.0644,787,855.5555216,-0.080129834,0.3151,231,0.270000011,3,0.041409101
8,44,201702,2/19/2017,1646,1579,0.0424,4990,5150.000115,-0.031067983,0.3299,1648,0.319999993,3,-0.011244536
1,26,201702,2/26/2017,1910,2098,-0.0896,4795,4911.111241,-0.02364256,0.3983,2210,0.449999988,4,-0.004155161
2,36,201702,2/26/2017,960,1050,-0.0857,2652,3231.428626,-0.179310359,0.362,1131,0.349999994,4,0.013402348
3,34,201702,2/26/2017,2522,2654,-0.0497,7439,8102.941091,-0.081938284,0.339,2755,0.340000004,4,-0.001806311
4,24,201702,2/26/2017,932,1118,-0.1664,2229,2894.736878,-0.229981828,0.4181,1100,0.379999995,4,0.025360986
5,32,201702,2/26/2017,1701,1820,-0.0654,4942,5377.142949,-0.080924564,0.3442,1882,0.349999994,4,-0.052326663
6,42,201702,2/26/2017,619,699,-0.1144,1719,2065.714321,-0.167842338,0.3601,723,0.349999994,4,0.017030817
7,48,201702,2/26/2017,241,336,-0.2827,755,1174.074027,-0.356940038,0.3192,317,0.270000011,4,0.041409101
8,44,201702,2/26/2017,1696,1878,-0.0969,5547,6171.875138,-0.10124559,0.3058,1975,0.319999993,4,-0.011244536
1,26,201703,3/5/2017,1145,1133,0.0106,2630,2857.777853,-0.079704534,0.4354,1286,0.449999988,1,-0.058044793
2,36,201703,3/5/2017,553,625,-0.1152,1673,2071.428607,-0.192344841,0.3305,725,0.349999994,1,-0.060036447
3,34,201703,3/5/2017,1827,1790,0.0207,5299,5694.117587,-0.069390486,0.3448,1936,0.340000004,1,0.000695768
4,24,201703,3/5/2017,631,680,-0.0721,1844,1915.789498,-0.03747254,0.3422,728,0.379999995,1,0.016614441
5,32,201703,3/5/2017,1258,1308,-0.0382,3874,4088.571498,-0.052480799,0.3247,1431,0.349999994,1,-0.023121387
6,42,201703,3/5/2017,551,555,-0.0072,1771,1654.285742,0.070552659,0.3111,579,0.349999994,1,0.044180971
7,48,201703,3/5/2017,184,215,-0.1442,658,811.1110789,-0.188767091,0.2796,219,0.270000011,1,0.105506579
8,44,201703,3/5/2017,1462,1505,-0.0286,4678,5040.625113,-0.071940504,0.3125,1613,0.319999993,1,0.044829454
1,26,201703,3/12/2017,1318,1576,-0.1637,3055,3922.222326,-0.221104836,0.4314,1765,0.449999988,2,-0.058044793
2,36,201703,3/12/2017,670,798,-0.1604,1905,2494.285757,-0.236254309,0.3517,873,0.349999994,2,-0.060036447
3,34,201703,3/12/2017,2036,2032,0.002,5788,6352.94111,-0.088925916,0.3518,2160,0.340000004,2,0.000695768
4,24,201703,3/12/2017,840,982,-0.1446,2413,2602.631612,-0.072861488,0.3481,989,0.379999995,2,0.016614441
5,32,201703,3/12/2017,1325,1377,-0.0378,3927,4148.571499,-0.053409107,0.3374,1452,0.349999994,2,-0.023121387
6,42,201703,3/12/2017,514,536,-0.041,1381,1700.000029,-0.187647073,0.3722,595,0.349999994,2,0.044180971
7,48,201703,3/12/2017,237,276,-0.1413,772,1103.70366,-0.300536885,0.307,298,0.270000011,2,0.105506579
8,44,201703,3/12/2017,1558,1594,-0.0226,4932,5353.12512,-0.078669022,0.3159,1713,0.319999993,2,0.044829454
1,26,201703,3/19/2017,1665,1812,-0.0811,4026,4353.333449,-0.075191449,0.4136,1959,0.449999988,3,-0.058044793
2,36,201703,3/19/2017,734,865,-0.1514,1968,2794.285762,-0.295705533,0.373,978,0.349999994,3,-0.060036447
3,34,201703,3/19/2017,2401,2330,0.0305,6663,7182.352866,-0.072309573,0.3603,2442,0.340000004,3,0.000695768
4,24,201703,3/19/2017,860,872,-0.0138,2259,2373.68424,-0.048314868,0.3807,902,0.379999995,3,0.016614441
5,32,201703,3/19/2017,1529,1586,-0.0359,4368,4694.285794,-0.069507015,0.35,1643,0.349999994,3,-0.023121387
6,42,201703,3/19/2017,540,529,0.0208,1396,1617.142885,-0.136749131,0.3868,566,0.349999994,3,0.044180971
7,48,201703,3/19/2017,267,257,0.0389,829,925.9258891,-0.104679964,0.3221,250,0.270000011,3,0.105506579
8,44,201703,3/19/2017,1549,1714,-0.0963,4802,5721.875128,-0.160764628,0.3226,1831,0.319999993,3,0.044829454
1,26,201703,3/26/2017,1910,2033,-0.0605,4669,4708.889014,-0.008471003,0.4091,2119,0.449999988,4,-0.058044793
2,36,201703,3/26/2017,887,1006,-0.1183,2414,3054.285766,-0.209635187,0.3674,1069,0.349999994,4,-0.060036447
3,34,201703,3/26/2017,2328,2138,0.0889,6621,6517.64699,0.015857411,0.3516,2216,0.340000004,4,0.000695768
4,24,201703,3/26/2017,1059,1089,-0.0275,2464,2902.631615,-0.151115151,0.4298,1103,0.379999995,4,0.016614441
5,32,201703,3/26/2017,1663,1823,-0.0878,4653,5431.428664,-0.14331932,0.3574,1901,0.349999994,4,-0.023121387
6,42,201703,3/26/2017,611,580,0.0534,1485,1700.000029,-0.126470603,0.4114,595,0.349999994,4,0.044180971
7,48,201703,3/26/2017,269,269,0,767,962.9629247,-0.203499968,0.3507,260,0.270000011,4,0.105506579
8,44,201703,3/26/2017,1630,1627,0.0018,5016,5343.750119,-0.061333354,0.325,1710,0.319999993,4,0.044829454
1,26,201704,4/2/2017,425,404,0.052,1027,1251.111144,-0.179129684,0.4138,563,0.449999988,1,0.013900813
2,36,201704,4/2/2017,271,267,0.015,957,1211.428592,-0.210023598,0.2832,424,0.349999994,1,-0.009453976
3,34,201704,4/2/2017,839,797,0.0527,2822,3605.882315,-0.217389878,0.2973,1226,0.340000004,1,-0.013171424
4,24,201704,4/2/2017,214,216,-0.0093,681,810.526326,-0.159805205,0.3142,308,0.379999995,1,0.009476805
5,32,201704,4/2/2017,526,483,0.089,1882,2182.85718,-0.13782724,0.2795,764,0.349999994,1,-0.038539958
6,42,201704,4/2/2017,200,184,0.087,633,842.8571572,-0.248983064,0.316,295,0.349999994,1,-0.004570227
7,48,201704,4/2/2017,132,120,0.1,518,566.6666441,-0.085882317,0.2548,153,0.270000011,1,0.032604427
8,44,201704,4/2/2017,866,798,0.0852,2932,3537.500079,-0.171166096,0.2954,1132,0.319999993,1,-0.020626671
1,26,201704,4/9/2017,1040,1003,0.0369,2490,2531.111178,-0.016242344,0.4177,1139,0.449999988,2,0.013900813
2,36,201704,4/9/2017,477,467,0.0214,1396,1511.428597,-0.076370526,0.3417,529,0.349999994,2,-0.009453976
3,34,201704,4/9/2017,1677,1520,0.1033,5009,4958.823477,0.010118635,0.3348,1686,0.340000004,2,-0.013171424
4,24,201704,4/9/2017,521,546,-0.0458,1414,2121.052658,-0.333349884,0.3685,806,0.379999995,2,0.009476805
5,32,201704,4/9/2017,961,950,0.0116,3179,3040.000052,0.045723666,0.3023,1064,0.349999994,2,-0.038539958
6,42,201704,4/9/2017,476,476,0,1426,1514.28574,-0.058301903,0.3338,530,0.349999994,2,-0.004570227
7,48,201704,4/9/2017,184,196,-0.0612,624,703.7036757,-0.113263123,0.2949,190,0.270000011,2,0.032604427
8,44,201704,4/9/2017,1295,1314,-0.0145,4214,4359.375097,-0.033347692,0.3073,1395,0.319999993,2,-0.020626671
1,26,201704,4/16/2017,873,1054,-0.1717,2625,2515.555622,0.043507039,0.3326,1132,0.449999988,3,0.013900813
2,36,201704,4/16/2017,552,617,-0.1053,1652,2002.857177,-0.175178331,0.3341,701,0.349999994,3,-0.009453976
3,34,201704,4/16/2017,1542,1542,0,4366,4885.294066,-0.106297402,0.3532,1661,0.340000004,3,-0.013171424
4,24,201704,4/16/2017,496,617,-0.1961,1494,1707.894758,-0.12523884,0.332,649,0.379999995,3,0.009476805
5,32,201704,4/16/2017,1219,1106,0.1022,3638,3377.142915,0.077241944,0.3351,1182,0.349999994,3,-0.038539958
6,42,201704,4/16/2017,382,395,-0.0329,1077,1265.714307,-0.14909708,0.3547,443,0.349999994,3,-0.004570227
7,48,201704,4/16/2017,119,138,-0.1377,392,525.925905,-0.254647858,0.3036,142,0.270000011,3,0.032604427
8,44,201704,4/16/2017,1086,1355,-0.1985,3609,4496.875101,-0.197442686,0.3009,1439,0.319999993,3,-0.020626671
1,26,201704,4/23/2017,1329,1245,0.0675,3171,3242.222308,-0.021967127,0.4191,1459,0.449999988,4,0.013900813
2,36,201704,4/23/2017,649,709,-0.0846,1751,2208.571466,-0.207179832,0.3706,773,0.349999994,4,-0.009453976
3,34,201704,4/23/2017,1884,1786,0.0549,5627,5726.470528,-0.017370303,0.3348,1947,0.340000004,4,-0.013171424
4,24,201704,4/23/2017,685,751,-0.0879,1923,2015.789499,-0.046031344,0.3562,766,0.379999995,4,0.009476805
5,32,201704,4/23/2017,1327,1222,0.0859,3774,3825.714351,-0.013517567,0.3516,1339,0.349999994,4,-0.038539958
6,42,201704,4/23/2017,580,457,0.2691,1459,1497.142883,-0.025477116,0.3975,524,0.349999994,4,-0.004570227
7,48,201704,4/23/2017,257,232,0.1078,759,866.6666322,-0.124230734,0.3386,234,0.270000011,4,0.032604427
8,44,201704,4/23/2017,1369,1450,-0.0559,4418,4937.50011,-0.10521521,0.3099,1580,0.319999993,4,-0.020626671
